# nnodes natoms steps/s Matomsteps/s/node
   128   10002010112      0.284   22.19196
   256   10002010112      0.564   22.03568
   512   10002010112      1.121   21.89893
  1024   10002010112      2.240   21.87940
  2048   10002010112      4.236   20.68775
  4096   10002010112      8.492   20.73659
  8192   10002010112     16.049   19.59500
