# nnodes natoms steps/s Matomsteps/s/node
     1       1012112     19.797   20.03678
     2       1012112     38.619   19.54338
     4       1012112     70.437   17.82253
     8       1012112    116.063   14.68359
    16       1012112    193.775   12.25763
    32       1012112    241.974    7.65327
    64       1012112    318.834    5.04212
   128       1012112    349.767    2.76565
   512       1012112    372.075    0.73551
  1024       1012112    391.283    0.38674
