
1 1024000 15.162 15.5259
2 2048000 15.122 15.4849
4 4096000 15.070 15.4317
8 8192000 15.064 15.4255
16 16384000 15.018 15.3784
32 32768000 15.016 15.3764
64 65536000 14.935 15.2934
128 131072000 14.947 15.3057
