
1 256000 114.315 29.2646
2 512000 113.665 29.0982
4 1024000 112.289 28.746
8 2048000 111.020 28.4211
16 4096000 110.778 28.3592
32 8192000 110.596 28.3126
64 16384000 108.543 27.787
128 32768000 108.017 27.6524
