
1 1024000 29.959 30.678
2 2048000 29.791 30.506
4 4096000 29.822 30.5377
8 8192000 29.520 30.2285
16 16384000 29.540 30.249
32 32768000 29.493 30.2008
64 65536000 29.537 30.2459
128 131072000 28.359 29.0396
