
1 16000 575.132 9.20211
2 32000 566.218 9.05949
4 64000 561.214 8.97942
8 128000 564.549 9.03278
16 256000 545.717 8.73147
32 512000 538.332 8.61331
64 1024000 519.647 8.31435
128 2048000 494.948 7.91917
