
1 14942208 5.584 83.4373
2 29884416 5.495 82.1074
4 59768832 5.398 80.658
8 119537664 5.333 79.6868
16 239075328 5.328 79.6121
32 478150656 5.207 77.8041
64 956301312 5.204 77.7593
128 1912602624 5.006 74.8007
