
1 233472 79.307 18.516
2 466944 74.139 17.3094
4 933888 74.748 17.4516
8 1867776 60.144 14.0419
16 3735552 58.730 13.7118
32 7471104 57.945 13.5285
64 14942208 56.780 13.2565
128 29884416 48.333 11.2844
