
1 933888 32.713 30.5503
2 1867776 31.525 29.4408
4 3735552 30.833 28.7946
8 7471104 29.271 27.3358
16 14942208 27.776 25.9397
32 29884416 26.824 25.0506
64 59768832 26.637 24.876
128 119537664 26.111 24.3847
