
1 4096000 987.290 4043.94
2 8192000 871.330 3568.97
4 16384000 800.959 3280.73
8 32768000 733.251 3003.4
16 65536000 679.289 2782.37
32 131072000 653.275 2675.81
64 262144000 644.214 2638.7
128 524288000 629.198 2577.2
