
1 233472 72.969 17.0362
2 466944 68.132 15.9069
4 933888 65.857 15.3758
8 1867776 63.492 14.8236
16 3735552 57.623 13.4534
32 7471104 55.552 12.9698
64 14942208 49.008 11.442
128 29884416 48.025 11.2125
