
1 14942208 2.801 41.8531
2 29884416 2.729 40.7773
4 59768832 2.552 38.1325
8 119537664 2.652 39.6267
16 239075328 2.647 39.552
32 478150656 2.521 37.6693
64 956301312 2.414 36.0705
128 1912602624 2.418 36.1303
