# nnodes natoms steps/s Matomsteps/s/node
   128  100009130000      0.029   22.65832
   256  100009130000      0.057   22.26766
   512  100009130000      0.114   22.26766
  1024  100009130000      0.227   22.16999
  2048  100009130000      0.453   22.12116
  4096  100009130000      0.900   21.97466
  8192  100009130000      1.792   21.87700
