
1 256000 59.347 15.1928
2 512000 58.974 15.0973
4 1024000 58.754 15.041
8 2048000 58.349 14.9373
16 4096000 57.938 14.8321
32 8192000 57.742 14.782
64 16384000 57.605 14.7469
128 32768000 57.388 14.6913
