
1 64000 357.768 22.8972
2 128000 351.496 22.4957
4 256000 350.483 22.4309
8 512000 340.259 21.7766
16 1024000 342.187 21.9
32 2048000 340.538 21.7944
64 4096000 330.371 21.1437
128 8192000 330.441 21.1482
