
1 16384000 312.679 5122.93
2 32768000 294.839 4830.64
4 65536000 264.751 4337.68
8 131072000 263.686 4320.23
16 262144000 247.899 4061.58
32 524288000 241.935 3963.86
64 1048576000 228.062 3736.57
128 2097152000 218.611 3581.72
