
1 256000 4263.288 1091.4
2 512000 3627.994 928.766
4 1024000 3025.756 774.594
8 2048000 3160.425 809.069
16 4096000 2544.156 651.304
32 8192000 2422.668 620.203
64 16384000 1909.615 488.861
128 32768000 1827.508 467.842
