
1 1024000 2430.932 2489.27
2 2048000 2005.437 2053.57
4 4096000 1739.938 1781.7
8 8192000 1758.967 1801.18
16 16384000 1502.421 1538.48
32 32768000 1412.085 1445.98
64 65536000 1205.350 1234.28
128 131072000 1176.656 1204.9
