
1 1024000 3377.048 3458.1
2 2048000 2704.959 2769.88
4 4096000 2314.110 2369.65
8 8192000 1930.506 1976.84
16 16384000 1854.535 1899.04
32 32768000 1853.726 1898.22
64 65536000 1549.197 1586.38
128 131072000 1534.696 1571.53
